t,f(t)
23,6.09640122289375
23.1,4.84255165716889
23.2,0.108525234502089
23.3,-6.84582762662098
23.4,-4.54396137735937
23.5,-3.75748301312909
23.6,2.88208833191366
23.7,6.28036964522536
23.8,5.32308957338295
23.9,2.95644494657114
24,-0.898590673686573
24.1,-6.67030911056758
24.2,-6.72193423268345
24.3,-1.93676798238566
24.4,2.98732145646394
24.5,5.55740556713977
24.6,6.15610274648249
24.7,3.69027740919582
24.8,-1.40719438099058
24.9,-5.12204272733634
25,-5.83027074440262
25.1,-0.70524746499188
25.2,3.18602503134184
25.3,6.63555293402346
25.4,7.56340081914363
25.5,0.450086752006224
